"id"	"station"	"year"	"month"	"max temp"	"min temp"	"air frost days"	"rain"	"sun hours"	
1	1	1941	1	"---"	"---"	"---"	74.7	"---"	
2	1	1941	2	"---"	"---"	"---"	69.1	"---"	
3	1	1941	3	"---"	"---"	"---"	76.2	"---"	
4	1	1941	4	"---"	"---"	"---"	33.7	"---"	
5	1	1941	5	"---"	"---"	"---"	51.3	"---"	
6	1	1941	6	"---"	"---"	"---"	25.7	"---"	
7	1	1941	7	"---"	"---"	"---"	53.9	"---"	
8	1	1941	8	"---"	"---"	"---"	91.8	"---"	
9	1	1941	9	"---"	"---"	"---"	25.5	"---"	
10	1	1941	10	"---"	"---"	"---"	106.2	"---"	
11	1	1941	11	"---"	"---"	"---"	92.3	"---"	
12	1	1941	12	"---"	"---"	"---"	86.5	"---"	
13	1	1942	1	5.8	2.1	"---"	114	58	
14	1	1942	2	4.2	-0.6	"---"	13.8	80.3	
15	1	1942	3	9.7	3.7	"---"	58	117.9	
16	1	1942	4	13.1	5.3	"---"	42.5	200.1	
17	1	1942	5	14	6.9	"---"	101.1	215.1	
18	1	1942	6	16.2	9.9	"---"	2.3	269.3	
19	1	1942	7	17.4	11.3	"---"	70.2	185	
20	1	1942	8	18.7	12.3	"---"	78.5	141.9	
21	1	1942	9	16.4	10.7	"---"	146.8	129.1	
22	1	1942	10	13.1	8.2	"---"	131.1	82.1	
23	1	1942	11	9.2	4.6	"---"	19.8	62.9	
24	1	1942	12	9.6	6.2	"---"	183.9	31.4	
25	1	1943	1	8.2	3.5	"---"	176.7	41.4	
26	1	1943	2	8.9	4.6	"---"	65.4	68.6	
27	1	1943	3	10.2	4.1	"---"	21	156.2	
28	1	1943	4	13	6.8	"---"	39.4	178.3	
29	1	1943	5	14.1	7.4	"---"	83.5	233.3	
30	1	1943	6	15.9	9.8	"---"	58.7	223.8	
31	1	1943	7	18.6	11.7	"---"	57.3	240.5	
32	1	1943	8	18.1	12	"---"	86.5	148	
33	1	1943	9	15.8	10	"---"	127.1	110.6	
34	1	1943	10	13.6	8.3	"---"	120.3	93.7	
35	1	1943	11	9.7	5.9	"---"	93	47.4	
36	1	1943	12	6.9	2.7	"---"	63.6	75.3	
37	1	1944	1	9.2	5.8	"---"	87.9	23.7	
38	1	1944	2	6.5	3.1	"---"	34	72.5	
39	1	1944	3	8.6	3.1	"---"	17	153.2	
40	1	1944	4	12.7	6.6	"---"	44.9	157.1	
41	1	1944	5	13.8	7	"---"	37.2	242.3	
42	1	1944	6	15.4	9.9	"---"	53.2	182.2	
43	1	1944	7	18.2	12.6	"---"	54.5	112.7	
44	1	1944	8	19.7	12.8	"---"	100.2	220.9	
45	1	1944	9	15.7	10.3	"---"	80.7	132.7	
46	1	1944	10	12.1	7.8	"---"	131.9	91	
47	1	1944	11	9.5	5.8	"---"	156.2	28.9	
48	1	1944	12	7.7	4.3	"---"	71.9	58.5	
49	1	1945	1	4.5	1.3	"---"	58.8	58.1	
50	1	1945	2	9.6	5.1	"---"	110.7	80.4	
51	1	1945	3	10.4	5.2	"---"	34.3	124.1	
52	1	1945	4	13.3	6.6	"---"	55.1	205.1	
53	1	1945	5	14.3	8.3	"---"	82.8	166.3	
54	1	1945	6	16.5	10.2	"---"	68.5	193.7	
55	1	1945	7	17.4	12.2	"---"	130.6	130	
56	1	1945	8	18.1	11.9	"---"	41.9	164.2	
57	1	1945	9	17.1	11.3	"---"	61.2	101	
58	1	1945	10	15.2	9.1	"---"	66.9	117.5	
59	1	1945	11	10.7	5.6	"---"	34.7	78.4	
60	1	1945	12	8.9	5.1	"---"	116.2	36.1	
61	1	1946	1	6.9	2.2	"---"	138	67.6	
62	1	1946	2	8.2	4.9	"---"	78.6	53	
63	1	1946	3	8.7	2.6	"---"	28.9	146.9	
64	1	1946	4	12.8	6.3	"---"	30.9	192.2	
65	1	1946	5	14.1	6.7	"---"	59.3	236.5	
66	1	1946	6	14.6	8.8	"---"	79.4	197.5	
67	1	1946	7	17.1	11.2	"---"	62.6	186.8	
68	1	1946	8	16.3	11	"---"	121.6	159.9	
69	1	1946	9	16.3	11.3	"---"	103.1	105.7	
70	1	1946	10	"---"	8.2	"---"	40.9	106.8	
71	1	1946	11	"---"	7.6	"---"	152.3	47.8	
72	1	1946	12	7.2	3.1	"---"	106.6	56.7	
73	1	1947	1	5.8	1.4	"---"	122.9	78	
74	1	1947	2	"---"	-2.7	"---"	53.9	50	
75	1	1947	3	"---"	2.2	"---"	191.1	80.3	
76	1	1947	4	"---"	5.1	"---"	85.6	162.1	
77	1	1947	5	13.9	8	"---"	99.1	201.2	
78	1	1947	6	17	10.4	"---"	67.4	161.5	
79	1	1947	7	17.4	11.7	"---"	52.8	158.9	
80	1	1947	8	21.4	13.2	"---"	20.2	278.3	
81	1	1947	9	17.5	11.4	"---"	69.5	130.1	
82	1	1947	10	14.2	8	"---"	29.9	136.9	
83	1	1947	11	10.1	6.5	"---"	100.1	54.3	
84	1	1947	12	7.7	4.9	"---"	92.9	29.7	
85	1	1948	1	8.2	4.6	"---"	167.5	48.7	
86	1	1948	2	7.4	2.9	"---"	56.8	89.6	
87	1	1948	3	13.5	5.8	"---"	51.9	188.9	
88	1	1948	4	11.4	4.8	"---"	36.4	213.7	
89	1	1948	5	14.2	6.7	"---"	44.7	297.5	
90	1	1948	6	14.7	9.8	"---"	59.4	145	
91	1	1948	7	16.9	11.6	"---"	103.1	144.1	
92	1	1948	8	17	11.8	"---"	102.4	146.7	
93	1	1948	9	15.7	11.1	"---"	77.9	111.5	
94	1	1948	10	13.3	8.5	"---"	87.4	93.6	
95	1	1948	11	11.5	6.9	"---"	95.6	78.6	
96	1	1948	12	8.5	4.2	"---"	175.9	87.2	
97	1	1949	1	8.6	5	"---"	44	60	
98	1	1949	2	8.7	4.4	"---"	36.6	105	
99	1	1949	3	8.7	3.3	"---"	44.4	158.8	
100	1	1949	4	"---"	6.7	"---"	74.8	161.9	
101	1	1949	5	13.4	6.6	"---"	67.9	247.2	
102	1	1949	6	17.4	11.3	"---"	24.6	286.1	
103	1	1949	7	19.9	12.5	"---"	45	267.5	
104	1	1949	8	19	12.8	"---"	59.1	202.3	
105	1	1949	9	19.5	12.5	"---"	28.3	188.4	
106	1	1949	10	15.2	9.9	"---"	181.1	83.8	
107	1	1949	11	10.2	6.1	"---"	147.6	63.8	
108	1	1949	12	8.7	5.4	"---"	115.3	40.1	
109	1	1950	1	7.3	3.2	"---"	29.9	66.6	
110	1	1950	2	8.3	3.9	"---"	176.7	50.2	
111	1	1950	3	10.8	4.8	"---"	57.5	147.7	
112	1	1950	4	10.3	5.3	"---"	84.9	137.8	
113	1	1950	5	14.7	7.6	"---"	60.5	243	
114	1	1950	6	17.9	11.2	"---"	40.3	249.5	
115	1	1950	7	17.9	12	"---"	63.4	190.2	
116	1	1950	8	17.4	11.5	"---"	158.2	165.8	
117	1	1950	9	15.3	10.7	"---"	208.8	100.7	
118	1	1950	10	12.9	8	"---"	91.9	108.1	
119	1	1950	11	9.1	4.8	"---"	170.3	69.5	
120	1	1950	12	4.7	1.7	"---"	119.5	33.3	
121	1	1951	1	6.7	3.2	"---"	89.3	49.7	
122	1	1951	2	6.4	2	"---"	92.9	92.8	
123	1	1951	3	6.9	2.2	"---"	112.6	87.9	
124	1	1951	4	9.6	3.7	"---"	77.1	196.6	
125	1	1951	5	12.5	6.3	"---"	65.7	188.7	
126	1	1951	6	16.3	9.4	"---"	27.1	246.3	
127	1	1951	7	18.3	11.8	"---"	78	227.3	
128	1	1951	8	16.9	11.3	"---"	136.5	154	
129	1	1951	9	16.4	11.8	"---"	112.1	78.3	
130	1	1951	10	13.6	8.1	"---"	35.3	132.8	
131	1	1951	11	11	7.2	"---"	168.8	59.1	
132	1	1951	12	8.7	5.4	"---"	141.6	51.8	
133	1	1952	1	6.2	2.8	"---"	122.6	63.8	
134	1	1952	2	6.9	2.2	"---"	36.3	89.2	
135	1	1952	3	9.4	4.7	"---"	49.1	112.7	
136	1	1952	4	12.3	5.6	"---"	80.6	146.6	
137	1	1952	5	15.2	8.9	"---"	112.7	203.6	
138	1	1952	6	15.8	9.9	"---"	87	202.4	
139	1	1952	7	18.6	12.4	"---"	49.1	170.5	
140	1	1952	8	17.9	12.1	"---"	121.5	176.3	
141	1	1952	9	14.2	8.8	"---"	113.1	147.3	
142	1	1952	10	12.5	8	"---"	115.7	116.9	
143	1	1952	11	7.8	4.3	"---"	93	64.9	
144	1	1952	12	6.9	3.1	"---"	96.1	56.4	
145	1	1953	1	6.8	2.9	"---"	43.1	56.2	
146	1	1953	2	7.4	2.8	"---"	46.6	55.1	
147	1	1953	3	9.8	2.4	"---"	60	165.9	
148	1	1953	4	10.2	4	"---"	66.8	213.4	
149	1	1953	5	15.2	8.6	"---"	55.1	228.8	
150	1	1953	6	15.7	9.6	"---"	58.7	221.6	
151	1	1953	7	17.2	11.7	"---"	60.5	217.1	
152	1	1953	8	18.3	12.2	"---"	83.5	201.8	
153	1	1953	9	16.2	11.2	"---"	110.3	148.7	
154	1	1953	10	13.6	7.8	"---"	82	126.9	
155	1	1953	11	11.2	7.4	"---"	126.5	63.3	
156	1	1953	12	10.1	7	"---"	42.6	48.6	
157	1	1954	1	6.3	2.9	"---"	78.6	69.3	
158	1	1954	2	6.4	1.5	"---"	72.8	93	
159	1	1954	3	9.1	3.8	"---"	83.2	134.8	
160	1	1954	4	11.3	4.2	"---"	21.7	237	
161	1	1954	5	13.3	7.6	"---"	83.4	160.7	
162	1	1954	6	15.3	9.7	"---"	86.2	181.9	
163	1	1954	7	15.8	11.1	"---"	64.2	126.3	
164	1	1954	8	16.1	11.2	"---"	83.4	149.7	
165	1	1954	9	15.3	10.2	"---"	90.1	171.7	
166	1	1954	10	14.1	10.3	"---"	189.1	55	
167	1	1954	11	10.4	5.9	"---"	232.3	58.4	
168	1	1954	12	9.2	6.2	"---"	102.2	42.5	
169	1	1955	1	6.1	2.4	"---"	70.2	46.7	
170	1	1955	2	4.6	0.2	"---"	48.6	88.1	
171	1	1955	3	6.9	0.5	"---"	83.5	195.8	
172	1	1955	4	11.9	5.4	"---"	59.9	186.3	
173	1	1955	5	12.6	6.9	"---"	70.1	207.6	
174	1	1955	6	16.5	10.9	"---"	94.1	189.3	
175	1	1955	7	19.2	11.6	"---"	14.7	342.1	
176	1	1955	8	21.3	14	"---"	29.9	240.6	
177	1	1955	9	17.2	11.6	"---"	58.9	170.6	
178	1	1955	10	12.9	8	"---"	72	122.4	
179	1	1955	11	10.3	5.2	"---"	55.7	94.2	
180	1	1955	12	9.1	5.6	"---"	130.2	35.7	
181	1	1956	1	7.1	3.6	"---"	102	52.3	
182	1	1956	2	3.4	-1.8	"---"	18.9	113.4	
183	1	1956	3	10.6	3.9	"---"	33.4	189.4	
184	1	1956	4	10.6	3.8	"---"	24.2	179.9	
185	1	1956	5	14.5	7.7	"---"	25.7	262.5	
186	1	1956	6	15	9.3	"---"	56.6	216.8	
187	1	1956	7	17.6	12	"---"	82.8	193.8	
188	1	1956	8	15.7	10.7	"---"	103.2	181.7	
189	1	1956	9	16.9	11.9	"---"	107.8	93.4	
190	1	1956	10	12.7	8.2	"---"	42.8	113.4	
191	1	1956	11	9.1	6	"---"	66	48.8	
192	1	1956	12	8.5	5.4	"---"	114.6	33.8	
193	1	1957	1	8.6	3.9	2	80.6	55.6	
194	1	1957	2	8.5	3.2	2	85.1	105.2	
195	1	1957	3	12.2	7.4	0	83.1	98.3	
196	1	1957	4	11.3	6.2	0	7.4	181.1	
197	1	1957	5	13.6	7.4	0	54.1	268.7	
198	1	1957	6	18.2	10.6	0	48.5	327	
199	1	1957	7	17.7	12.7	0	123.2	142.8	
200	1	1957	8	17.7	12.5	0	52.3	153.4	
201	1	1957	9	15.3	11.1	0	187.7	108.3	
202	1	1957	10	13.8	9.3	0	101.2	77.4	
203	1	1957	11	9.2	5.1	1	59	63	
204	1	1957	12	8.4	3.3	3	76.5	66.7	
205	1	1958	1	7.7	3.2	7	100.2	50.9	
206	1	1958	2	8.4	3.7	2	100.7	57.3	
207	1	1958	3	7.6	1.7	8	21.1	128.8	
208	1	1958	4	10.6	4.6	4	17.8	169	
209	1	1958	5	13.4	7.8	0	95.3	190.8	
210	1	1958	6	16	10	0	86.9	203.3	
211	1	1958	7	17.1	11.7	0	113.7	161.5	
212	1	1958	8	17.2	12.7	0	108	122.2	
213	1	1958	9	17.6	12.1	0	184.5	141.5	
214	1	1958	10	13.1	9	0	94.5	80.5	
215	1	1958	11	10.4	5.8	0	73.6	52.9	
216	1	1958	12	8.3	3.8	1	82.8	47.1	
217	1	1959	1	6.4	2.1	5	118	72.1	
218	1	1959	2	8.8	2.9	6	10.8	94.5	
219	1	1959	3	10.1	5.2	0	94.1	113.1	
220	1	1959	4	11.5	6.4	0	84	155.6	
221	1	1959	5	15.5	8.9	0	46.2	255.1	
222	1	1959	6	17.3	10.9	0	34.9	284.4	
223	1	1959	7	19.1	12.7	0	55.5	243.8	
224	1	1959	8	19.1	13	0	17.2	214.7	
225	1	1959	9	19.6	11.5	0	8.9	217.4	
226	1	1959	10	16.2	10.8	0	157.4	114.1	
227	1	1959	11	10.5	6.6	0	229.9	46.9	
228	1	1959	12	9.1	4.9	0	148.9	35.4	
229	1	1960	1	7.9	3.4	4	131	58.7	
230	1	1960	2	7.1	2.3	5	112.5	75.5	
231	1	1960	3	10	4.2	0	58.3	110.8	
232	1	1960	4	10.9	5.6	0	92.1	187.7	
233	1	1960	5	15.5	9.2	0	46.9	199.2	
234	1	1960	6	18	11.6	0	43.4	245.7	
235	1	1960	7	17	11.9	0	89.4	165	
236	1	1960	8	17	12	0	98.5	169.9	
237	1	1960	9	15.7	10.6	0	138.4	135.2	
238	1	1960	10	13	8.4	0	150.8	73.9	
239	1	1960	11	10.3	5.8	0	204.7	49.3	
240	1	1960	12	7.3	2.8	6	126.1	66.7	
241	1	1961	1	7.2	2.3	7	117.5	37.5	
242	1	1961	2	9.5	5.6	0	72.2	51.9	
243	1	1961	3	11	5.7	0	14.6	118.3	
244	1	1961	4	12.4	6.7	0	120.1	123.1	
245	1	1961	5	13.8	7.7	0	40	244.5	
246	1	1961	6	16.7	10.2	0	33.2	230.3	
247	1	1961	7	16.9	11.6	0	50.3	185.8	
248	1	1961	8	17.6	12.1	0	100.1	170.2	
249	1	1961	9	17.7	11.9	0	112.9	136.6	
250	1	1961	10	13.4	8.5	0	173.8	83.3	
251	1	1961	11	9.5	5.1	0	63.5	59.6	
252	1	1961	12	6.5	1.7	15	73.2	87.8	
253	1	1962	1	7.8	2.8	4	113.3	59.5	
254	1	1962	2	7.4	3.2	5	28.9	58.3	
255	1	1962	3	6.4	0.5	14	37.6	140.2	
256	1	1962	4	10.3	4.4	1	73.4	182.6	
257	1	1962	5	12.1	7.3	0	52.3	176	
258	1	1962	6	16	9.3	0	39	242.2	
259	1	1962	7	17	11.4	0	53.8	149	
260	1	1962	8	16.2	11.5	0	96.5	153.7	
261	1	1962	9	15	10.4	0	130.8	102.1	
262	1	1962	10	13.9	8.2	0	44	126.5	
263	1	1962	11	8.9	4.6	0	72.3	43.9	
264	1	1962	12	6.4	1.8	9	69.2	64.3	
265	1	1963	1	1.3	-3.5	26	17.3	98.5	
266	1	1963	2	3.3	-1.9	22	27.1	100.5	
267	1	1963	3	8.9	3.9	2	109.9	106.4	
268	1	1963	4	10.9	5.4	0	87.6	134.2	
269	1	1963	5	12.6	7.1	0	52.8	183.5	
270	1	1963	6	16.9	10.7	0	85.3	195.6	
271	1	1963	7	17.3	11.4	0	36.3	153.1	
272	1	1963	8	16.3	11.5	0	62.9	124.5	
273	1	1963	9	15.8	10.3	0	50.3	133.7	
274	1	1963	10	13.8	9	0	54.7	70.8	
275	1	1963	11	11.1	6.9	0	187.9	60.1	
276	1	1963	12	6.2	1.2	12	24.1	80.4	
277	1	1964	1	6.9	2.5	6	20.2	40.1	
278	1	1964	2	7.3	2.9	6	20.2	76.5	
279	1	1964	3	7.9	2.8	4	55.1	108.5	
280	1	1964	4	11	5.6	0	53.2	131.4	
281	1	1964	5	15.3	9.2	0	55.3	188.2	
282	1	1964	6	15.6	10.3	0	48.8	142.2	
283	1	1964	7	17.2	12.2	0	53.4	158.1	
284	1	1964	8	17.7	12	0	45.7	195.8	
285	1	1964	9	17.3	11.1	0	34.1	154.4	
286	1	1964	10	12.8	7.4	0	90.4	117.6	
287	1	1964	11	11	6.2	1	60.2	72.3	
288	1	1964	12	7.8	2.4	5	144.3	49.1	
289	1	1965	1	6.8	2.5	9	110.7	77	
290	1	1965	2	5.6	1.4	8	13	57.1	
291	1	1965	3	9.2	3.2	6	75	136.6	
292	1	1965	4	11	5.2	0	52.6	188.9	
293	1	1965	5	14.2	8.2	0	34.2	179.6	
294	1	1965	6	15.8	9.9	0	83.2	204.7	
295	1	1965	7	16.1	10.9	0	52.2	162.2	
296	1	1965	8	17.7	12	0	37.5	189.1	
297	1	1965	9	14.5	9.5	0	110.8	114.3	
298	1	1965	10	15.1	8.8	0	35.6	156.9	
299	1	1965	11	8.1	3.6	6	110.8	85.5	
300	1	1965	12	8.8	4.2	3	186.1	53.9	
301	1	1966	1	6	2.2	11	54.7	44.3	
302	1	1966	2	8.3	4.2	3	120.4	45.4	
303	1	1966	3	9.3	4.8	0	23.9	112.5	
304	1	1966	4	10.7	5.1	2	107.9	113.7	
305	1	1966	5	13.8	7.3	0	62.8	242	
306	1	1966	6	16.8	11.2	0	79.3	165.4	
307	1	1966	7	16.3	11.8	0	83.7	190.1	
308	1	1966	8	17	11.1	0	54.1	187.1	
309	1	1966	9	17	11.1	0	46.3	177	
310	1	1966	10	13.1	8	0	155.9	110.9	
311	1	1966	11	8.5	4.7	0	75.3	39.4	
312	1	1966	12	8.9	4.9	0	102.3	34	
313	1	1967	1	7.4	3.4	3	78.3	48.7	
314	1	1967	2	8.1	3.3	2	90.5	96.1	
315	1	1967	3	9.1	4.6	0	36.7	149.4	
316	1	1967	4	9.8	5.1	1	19.6	137.4	
317	1	1967	5	12	6.7	0	110.3	170.4	
318	1	1967	6	16.3	10.1	0	32.1	246	
319	1	1967	7	18.2	11.9	0	92.8	168.9	
320	1	1967	8	17.5	11.9	0	52.1	158.6	
321	1	1967	9	15.5	10.8	0	149.3	148.3	
322	1	1967	10	12.9	8.5	0	173.8	66.9	
323	1	1967	11	9.2	3.9	1	64.7	77.1	
324	1	1967	12	8.1	4.2	5	65.4	37.5	
325	1	1968	1	7.8	3.1	6	89.8	28.9	
326	1	1968	2	5.5	0.2	12	29.9	113.2	
327	1	1968	3	8.6	3.6	3	49.2	130.2	
328	1	1968	4	10.8	4.2	3	90.4	189.6	
329	1	1968	5	12	6.4	0	47.5	173.8	
330	1	1968	6	16.4	10.3	0	69.9	223.5	
331	1	1968	7	16.8	11.3	0	56.8	228.4	
332	1	1968	8	18	12.6	0	39.6	196.9	
333	1	1968	9	15.8	10.9	0	90.6	107.1	
334	1	1968	10	14.7	10.8	0	93.8	58.9	
335	1	1968	11	9.4	5.2	3	65.6	52.8	
336	1	1968	12	6.7	2.4	5	86.3	44.6	
337	1	1969	1	7.9	4.1	2	107.2	34.6	
338	1	1969	2	4.5	0.1	13	46.2	63.1	
339	1	1969	3	7.5	2	5	48.8	123.5	
340	1	1969	4	10.5	4.5	0	47.3	205.2	
341	1	1969	5	13.1	7.5	0	94.8	160.8	
342	1	1969	6	16.2	9.6	0	45.8	278.7	
343	1	1969	7	18.5	12.1	0	29.5	193.4	
344	1	1969	8	17.2	12.5	0	78.6	138.1	
345	1	1969	9	16.1	11.4	0	25.8	78.9	
346	1	1969	10	16.1	10.8	0	30.3	114.5	
347	1	1969	11	9	4.2	2	146.4	45.9	
348	1	1969	12	6.8	2.4	8	99.6	41.2	
349	1	1970	1	7.5	3.1	7	97.5	40.2	
350	1	1970	2	6.2	1.9	7	79.2	96.2	
351	1	1970	3	6.6	2	8	76.1	101.2	
352	1	1970	4	8.8	4.2	2	67	135.2	
353	1	1970	5	14.5	8.5	0	28.1	148.9	
354	1	1970	6	18.5	11.5	0	47.3	206.5	
355	1	1970	7	16.6	11.3	0	57.4	150.3	
356	1	1970	8	17.8	12.3	0	42.6	151.8	
357	1	1970	9	16.8	11.5	0	49.4	120.4	
358	1	1970	10	13.3	8.6	0	108.3	75.4	
359	1	1970	11	10.8	6.4	0	181.4	41.7	
360	1	1970	12	7.5	3.3	6	42.9	69.4	
361	1	1971	1	7.7	3.5	4	106.9	36.7	
362	1	1971	2	7.4	2.7	4	31.7	57.4	
363	1	1971	3	7.5	3.1	5	62.8	84	
364	1	1971	4	10.7	4.7	0	59.4	139	
365	1	1971	5	14.2	7.5	0	44.7	260.9	
366	1	1971	6	14.7	9.1	0	116.9	159.9	
367	1	1971	7	18.4	12.3	0	61.4	254.3	
368	1	1971	8	17.2	12.5	0	136.4	124.9	
369	1	1971	9	18.2	11.2	0	42.3	162.5	
370	1	1971	10	14.9	9.1	0	80	128.5	
371	1	1971	11	10.2	5.2	2	89.5	58.8	
372	1	1971	12	9	5.3	2	48.5	43	
373	1	1972	1	6.8	2.8	3	102	48.1	
374	1	1972	2	7	2.7	1	88.4	54.9	
375	1	1972	3	9.1	3.8	2	61.1	127.9	
376	1	1972	4	10.2	5.6	0	75.5	164.5	
377	1	1972	5	12	6.9	0	65.2	178.9	
378	1	1972	6	12.9	7.7	0	128.5	152.5	
379	1	1972	7	17	11.7	0	67.7	182	
380	1	1972	8	16.5	11.2	0	32.1	202.1	
381	1	1972	9	15.2	9	0	40.6	198	
382	1	1972	10	13.9	8.5	0	54.8	101.1	
383	1	1972	11	9.6	5.6	1	91.7	63.7	
384	1	1972	12	9.2	4.7	0	103.4	40.1	
385	1	1973	1	7.4	3.5	5	45.2	40.1	
386	1	1973	2	7.1	3.2	4	45.8	54	
387	1	1973	3	9.1	3.5	0	36	150.5	
388	1	1973	4	9.2	4.5	2	44.5	174.6	
389	1	1973	5	14.2	7.9	0	66.7	167.5	
390	1	1973	6	16.2	10	0	20.3	230	
391	1	1973	7	16.8	11.6	0	75.4	188	
392	1	1973	8	19.5	13.2	0	119.9	169.4	
393	1	1973	9	16.9	11.3	0	68.7	144.8	
394	1	1973	10	12.8	7.9	0	55.6	94.2	
395	1	1973	11	10.1	5.9	0	83.5	56.4	
396	1	1973	12	8.4	3.7	5	94.2	52.8	
397	1	1974	1	8.6	3.8	2	203.2	44.6	
398	1	1974	2	7.9	3.1	0	116.1	59.7	
399	1	1974	3	8.5	3	2	47.6	125	
400	1	1974	4	12.4	5.2	0	15.9	220.3	
401	1	1974	5	13	6.9	0	51.3	195.8	
402	1	1974	6	15.8	10.1	0	54	205.1	
403	1	1974	7	16.7	11.6	0	54.2	173.7	
404	1	1974	8	17.1	11.1	0	47.9	177.2	
405	1	1974	9	14	9.2	0	124.2	118.8	
406	1	1974	10	10.5	6.8	0	114	65.2	
407	1	1974	11	9.3	5.2	0	89.2	60	
408	1	1974	12	9.9	6.2	0	78.9	27.2	
409	1	1975	1	9.1	5	0	132.3	31.5	
410	1	1975	2	8.7	2.8	0	31.6	119.1	
411	1	1975	3	7.2	3	3	42	115.8	
412	1	1975	4	10.3	5	1	70.6	148.5	
413	1	1975	5	12.5	6.6	0	23.9	267.3	
414	1	1975	6	17	10.5	0	4.3	274.9	
415	1	1975	7	18.7	13	0	48	195.3	
416	1	1975	8	19.3	13.6	0	47.2	178.2	
417	1	1975	9	15.6	10	0	66.8	154.3	
418	1	1975	10	13.4	7.9	0	59.5	138.1	
419	1	1975	11	9.9	5.2	0	69.1	60.7	
420	1	1975	12	8.3	4.6	3	59.9	25.1	
421	1	1976	1	8	4.9	2	48.1	27.9	
422	1	1976	2	7.1	2.6	5	40.5	79.7	
423	1	1976	3	8.1	2.2	5	62	116.1	
424	1	1976	4	10.5	4.4	0	19.2	178.5	
425	1	1976	5	13.5	7.6	0	56.6	164.3	
426	1	1976	6	18.9	11.1	0	11.5	210.4	
427	1	1976	7	19.6	13.2	0	13.2	193.5	
428	1	1976	8	20.4	13.5	0	0.8	288.5	
429	1	1976	9	15.6	10.6	0	157.8	99.2	
430	1	1976	10	12.7	7.5	0	155.2	76.1	
431	1	1976	11	9.7	5.1	0	81.1	77.7	
432	1	1976	12	5.6	1.6	6	83	57.5	
433	1	1977	1	5.9	1.8	8	79.3	48	
434	1	1977	2	8.3	3.4	2	150.6	63.9	
435	1	1977	3	9.8	4.7	0	56.9	82.3	
436	1	1977	4	9.3	4.7	0	50.4	176.4	
437	1	1977	5	13.7	6.8	0	50.2	285.8	
438	1	1977	6	14.3	8.9	0	54.3	197.6	
439	1	1977	7	18.1	12.3	0	24.9	209.8	
440	1	1977	8	18	11.7	0	91.2	199.9	
441	1	1977	9	15.1	10.4	0	27.8	116	
442	1	1977	10	14.7	9.8	0	110.6	110.3	
443	1	1977	11	9	4.8	5	118.2	63.1	
444	1	1977	12	8.7	4.9	0	78.2	40.3	
445	1	1978	1	6.6	2.5	3	92.8	64	
446	1	1978	2	5.5	1.5	13	74	64.7	
447	1	1978	3	9	3.9	3	48	116.5	
448	1	1978	4	9.4	3.7	2	32.4	164	
449	1	1978	5	13.9	7.9	0	14.9	224.8	
450	1	1978	6	15.2	9.8	0	31.1	161	
451	1	1978	7	15.7	11.1	0	91	132.6	
452	1	1978	8	16.3	11.5	0	61	141	
453	1	1978	9	16.1	11.2	0	52	155.5	
454	1	1978	10	14.4	10.3	0	25.8	67.9	
455	1	1978	11	11.2	7.1	2	71.6	61.7	
456	1	1978	12	7.7	3.3	5	140	54.5	
457	1	1979	1	4.6	-0.4	17	91.1	69.4	
458	1	1979	2	4.5	0.3	12	54.2	71.9	
459	1	1979	3	6.9	2.2	3	83.3	80.9	
460	1	1979	4	9.7	4.3	1	68.2	160.7	
461	1	1979	5	11.6	5.4	0	98.3	191.5	
462	1	1979	6	15.5	9.6	0	24	167.9	
463	1	1979	7	17.6	11.9	0	13.2	211.7	
464	1	1979	8	16.8	11.2	0	93.3	160.9	
465	1	1979	9	15.7	10.3	0	44.6	144.7	
466	1	1979	10	13.9	9.1	0	158.9	110.6	
467	1	1979	11	10.4	5.7	1	93.7	53.9	
468	1	1979	12	8.9	4.4	3	152.8	48.4	
469	1	1980	1	5.8	1	9	57.9	78.7	
470	1	1980	2	8.7	4.3	0	89.9	49.8	
471	1	1980	3	7.5	2.9	4	91.6	95.7	
472	1	1980	4	10.5	5.6	0	21.4	169	
473	1	1980	5	14.5	7.2	0	27.5	236.7	
474	1	1980	6	15.2	10.2	0	76.4	143.8	
475	1	1980	7	16.6	11	0	53.9	170.3	
476	1	1980	8	17.7	12.5	0	66.3	138.6	
477	1	1980	9	16.4	11.5	0	75.4	122.6	
478	1	1980	10	11.8	7.2	0	119.3	78.7	
479	1	1980	11	9.1	5.5	2	64.8	63.4	
480	1	1980	12	8.9	4.4	3	82.9	40.4	
481	1	1981	1	8	3.6	1	40.7	51.6	
482	1	1981	2	6.4	1.1	12	52.6	80.1	
483	1	1981	3	9.9	5.7	1	164.5	85	
484	1	1981	4	11.2	5.1	0	22.5	167	
485	1	1981	5	13.8	7.4	0	70.3	163	
486	1	1981	6	15	9.8	0	28.1	162	
487	1	1981	7	16.5	11.6	0	27.7	132.9	
488	1	1981	8	18.4	12.5	0	24.2	187.6	
489	1	1981	9	17.3	10.8	0	164.8	130.5	
490	1	1981	10	11	6.5	0	217.2	75.6	
491	1	1981	11	10.7	6.2	0	51.9	46.6	
492	1	1981	12	5.5	0.6	12	78	42.7	
493	1	1982	1	6.2	2.5	9	67.3	56.9	
494	1	1982	2	8.2	3	5	78.3	82	
495	1	1982	3	8.7	3.3	0	67.5	153.4	
496	1	1982	4	10.7	5.3	0	18	185.1	
