"id"	"station"	"year"	"month"	"max temp"	"min temp"	"air frost days"	"rain"	"sun hours"	
13925	17	1947	7	16.1	10.7	0	39.5	228	
13926	17	1947	8	17.2	11.5	0	0.7	172.4	
13927	17	1947	9	13.7	8.5	0	124.2	144.9	
13928	17	1947	10	10.9	6.6	0	66.3	55.7	
13929	17	1947	11	6.7	2.6	5	135.1	41.5	
13930	17	1947	12	6.7	2.4	5	94.1	9.7	
13931	17	1948	1	4.5	0.4	11	121.7	28.9	
13932	17	1948	2	6	2	2	89.9	40.1	
13933	17	1948	3	8.3	3.3	1	68.1	107.8	
13934	17	1948	4	8.8	3.5	2	76.5	147.6	
13935	17	1948	5	10.8	4	2	46.9	271.5	
13936	17	1948	6	12.4	7.3	0	48.2	119.5	
13937	17	1948	7	13.4	8.8	0	81.9	119.5	
13938	17	1948	8	13	8.6	0	55	75.4	
13939	17	1948	9	12.3	7.8	0	143.3	106	
13940	17	1948	10	9.1	4.6	4	147.1	86.4	
13941	17	1948	11	8.4	3.7	4	111.4	41.2	
13942	17	1948	12	7.7	4.6	1	145.7	9	
13943	17	1949	1	6.6	0.8	10	165.1	15.4	
13944	17	1949	2	6.8	2.3	5	90.7	54.7	
13945	17	1949	3	5.2	0.7	15	89.5	91.2	
13946	17	1949	4	8.9	3.2	3	82.6	136.7	
13947	17	1949	5	10.2	5.1	0	35.3	135.6	
13948	17	1949	6	12.5	7.2	0	28.1	220.4	
13949	17	1949	7	14.7	9.6	0	42.9	149.3	
13950	17	1949	8	13.9	9.7	0	65.5	89.4	
13951	17	1949	9	13.9	10.1	0	70.9	79.1	
13952	17	1949	10	11.1	7.1	0	113.1	73.4	
13953	17	1949	11	9	5	0	169.4	29.2	
13954	17	1949	12	6	1.5	5	147.5	29.3	
13955	17	1950	1	6.4	3.3	1	105.2	20.8	
13956	17	1950	2	4.9	0.6	7	129.3	60.1	
13957	17	1950	3	7.3	3.1	4	85.4	86.1	
13958	17	1950	4	7.8	2.6	4	68.8	179.1	
13959	17	1950	5	10.8	5.1	1	35.6	216.3	
13960	17	1950	6	13	8.1	0	101.7	129.8	
13961	17	1950	7	14.8	9.9	0	88.5	216.2	
13962	17	1950	8	15.4	10.8	0	110.9	153.9	
13963	17	1950	9	12.8	8	0	141.7	128.6	
13964	17	1950	10	10	6.1	0	155.7	52.4	
13965	17	1950	11	6.8	2.4	4	126.4	50	
13966	17	1950	12	3.5	-0.9	19	82.9	24.3	
13967	17	1951	1	5	1.1	5	131.8	21.9	
13968	17	1951	2	5.1	0.8	5	143.6	42.9	
13969	17	1951	3	4.5	-0.2	15	62.6	79	
13970	17	1951	4	6.4	1	9	111.8	135.1	
13971	17	1951	5	9.8	4	1	7.5	232	
13972	17	1951	6	11.7	5.9	1	35.5	159.9	
13973	17	1951	7	13	8.4	0	100.8	85.4	
13974	17	1951	8	13.9	9.5	0	135.3	100.7	
13975	17	1951	9	12.9	8.6	0	65.5	96.9	
13976	17	1951	10	11	7.3	1	62.9	53.3	
13977	17	1951	11	8.4	4.3	4	152	22.7	
13978	17	1951	12	6.7	2	8	176.4	12.9	
13979	17	1952	1	3.9	-1.2	17	117.9	39.4	
13980	17	1952	2	4.7	0.5	12	52	42.1	
13981	17	1952	3	6.3	2	5	156.1	84.1	
13982	17	1952	4	9.5	3.5	3	45.1	153.1	
13983	17	1952	5	10.2	6.1	0	97.3	76.7	
13984	17	1952	6	11.3	6.3	0	92.9	103.7	
13985	17	1952	7	13.7	8.6	0	46.2	116.7	
13986	17	1952	8	13.4	8.9	0	136.1	106.1	
13987	17	1952	9	10.6	5.9	0	102.3	102.2	
13988	17	1952	10	9.2	5.3	0	95.2	87.2	
13989	17	1952	11	5.5	1.7	7	73.1	42.4	
13990	17	1952	12	5.9	1.7	7	147.1	11.3	
13991	17	1953	1	6.7	2.1	8	106.7	19.4	
13992	17	1953	2	5.7	0.4	13	102.6	60.8	
13993	17	1953	3	8	3.2	1	46.3	111.1	
13994	17	1953	4	7.6	1.5	8	73.3	162.3	
13995	17	1953	5	10.2	5.5	0	48.5	127.9	
13996	17	1953	6	13.3	8.2	0	18	129.6	
13997	17	1953	7	14.7	10.2	0	127.1	123.9	
13998	17	1953	8	14.6	9.9	0	116.9	115.1	
13999	17	1953	9	13.4	9	0	84.3	112.7	
14000	17	1953	10	11.3	7.5	0	89.2	68.7	
14001	17	1953	11	9	5.3	0	172.5	25	
14002	17	1953	12	7.9	4.3	1	127.8	22.2	
14003	17	1954	1	5.5	1.5	6	95	8.1	
14004	17	1954	2	4.4	0.6	8	137.9	44.8	
14005	17	1954	3	6.1	2	6	66.8	79.8	
14006	17	1954	4	8.5	2.5	2	54.7	139.3	
14007	17	1954	5	11.3	5.7	0	35.8	174.1	
14008	17	1954	6	12.4	7.1	0	119.2	109.8	
14009	17	1954	7	13.3	9	0	80.3	106.3	
14010	17	1954	8	13.7	9.3	0	68.3	111.2	
14011	17	1954	9	11.7	6.9	1	162.9	112.1	
14012	17	1954	10	9.3	4.7	0	131.4	73.1	
14013	17	1954	11	7.5	3.6	1	153.8	32	
14014	17	1954	12	6.5	1.9	8	155.7	10.5	
14015	17	1955	1	4	-0.1	11	85.8	17.9	
14016	17	1955	2	2.5	-1.8	21	76.7	88.7	
14017	17	1955	3	4.9	1	9	39.7	91.3	
14018	17	1955	4	8.9	3.4	2	75.6	162.5	
14019	17	1955	5	9.3	3.3	3	50.7	219.4	
14020	17	1955	6	12.4	6.6	0	47	239.5	
14021	17	1955	7	15.8	10.1	0	21	197.9	
14022	17	1955	8	15.1	10.6	0	22.6	99	
14023	17	1955	9	13.9	9	0	94.2	115.3	
14024	17	1955	10	9.5	4.8	2	121.5	84.7	
14025	17	1955	11	8.7	5	2	57.5	16.2	
14026	17	1955	12	4.6	0	13	123.5	14.6	
14027	17	1956	1	3.8	-0.7	18	132.4	19.4	
14028	17	1956	2	4.7	-0.2	14	33.6	65.3	
14029	17	1956	3	5.3	1.8	5	58.5	58.9	
14030	17	1956	4	7.2	1.5	8	42.2	149.9	
14031	17	1956	5	11.1	5.6	0	66	162	
14032	17	1956	6	11.8	6.3	0	62.2	188.9	
14033	17	1956	7	13.3	9.2	0	97.8	103.6	
14034	17	1956	8	12.8	7.9	0	60.1	124.2	
14035	17	1956	9	12.4	9	0	60.6	52.5	
14036	17	1956	10	9.6	5.6	0	124.2	46.8	
14037	17	1956	11	8.2	4.6	3	91.7	20.8	
14038	17	1956	12	6.7	2.7	0	136.5	11.2	
14039	17	1957	1	6.9	2.5	0	133.4	34.6	
14040	17	1957	2	5	0.7	7	110.9	56.8	
14041	17	1957	3	7.5	4	2	111.1	39.5	
14042	17	1957	4	9.1	3.5	3	58.3	147.2	
14043	17	1957	5	10.1	4.2	4	61.5	192	
14044	17	1957	6	12.2	6.6	0	64.3	150.7	
14045	17	1957	7	13.4	9.5	0	74.8	75.5	
14046	17	1957	8	13	9.5	0	80.5	95.3	
14047	17	1957	9	11.7	7.2	0	106.4	103.6	
14048	17	1957	10	10.2	5.9	0	159.4	67.6	
14049	17	1957	11	8	4.3	0	104.7	40	
14050	17	1957	12	5.9	1.9	9	120.2	25.1	
14051	17	1958	1	4.7	0.2	14	142.6	18.5	
14052	17	1958	2	3.4	-1	18	58.7	57.2	
14053	17	1958	3	3.8	-0.5	16	41.9	105.2	
14054	17	1958	4	7.6	2.2	6	41.3	153	
14055	17	1958	5	9.3	3.6	0	99.5	143	
14056	17	1958	6	12.5	7.3	0	16.8	141.3	
14057	17	1958	7	14.4	9.3	0	93.8	136.6	
14058	17	1958	8	13.6	9.8	0	87.7	89.6	
14059	17	1958	9	14.1	10.1	0	113.2	108.2	
14060	17	1958	10	11.2	7.8	0	121.6	69.5	
14061	17	1958	11	9.3	5.2	1	68.5	49.6	
14062	17	1958	12	5.8	1.7	5	99.9	17.1	
14063	17	1959	1	2.8	-1.9	22	96.1	41.5	
14064	17	1959	2	6.6	2.4	3	31.4	35.1	
14065	17	1959	3	7.5	3.7	1	40.9	98.1	
14066	17	1959	4	8.9	4.4	0	76.4	115.2	
14067	17	1959	5	11	5.5	0	37.3	171.4	
14068	17	1959	6	13.2	7.8	0	68.5	236.6	
14069	17	1959	7	14.9	10.4	0	57.9	133.9	
14070	17	1959	8	14.6	10.1	0	52.4	101.7	
14071	17	1959	9	13.9	8.8	0	33.8	121.9	
14072	17	1959	10	11.7	8	0	96.8	67.6	
14073	17	1959	11	8.7	4.5	0	142.4	37.7	
14074	17	1959	12	6.9	3.1	0	184.5	9.5	
14075	17	1960	1	5	0.6	14	55.9	43.1	
14076	17	1960	2	4.8	0.5	14	132	62.1	
14077	17	1960	3	6.3	3.1	3	21.5	68	
14078	17	1960	4	8.6	4	0	73.8	85.8	
14079	17	1960	5	11.9	6.3	0	38.7	174.6	
14080	17	1960	6	13.8	8.9	0	70.5	129.6	
14081	17	1960	7	14.5	9.6	0	34.3	159.9	
14082	17	1960	8	14.7	9.8	0	26.2	120.6	
14083	17	1960	9	13.6	8.8	0	75.8	123.2	
14084	17	1960	10	10.1	6.5	0	75.1	63.3	
14085	17	1960	11	7.7	3.8	2	127.6	30.4	
14086	17	1960	12	6.3	2	5	117.6	28.2	
14087	17	1961	1	5.2	1.6	8	84.3	22	
14088	17	1961	2	6.7	2.5	5	84.2	38.5	
14089	17	1961	3	8	3.1	5	96.2	72.9	
14090	17	1961	4	7.6	3.2	6	74	115.6	
14091	17	1961	5	10.1	5.3	0	61.2	117.6	
14092	17	1961	6	12.5	7.5	0	82.8	152.3	
14093	17	1961	7	13.7	9.3	0	54.6	86.3	
14094	17	1961	8	14.3	9.6	0	54	123.4	
14095	17	1961	9	13.4	9.2	0	119	87.8	
14096	17	1961	10	11.1	7.9	0	175.2	61.6	
14097	17	1961	11	7.4	3.5	3	128.9	34.7	
14098	17	1961	12	4.5	0.3	16	76.9	9.4	
14099	17	1962	1	6	1.9	2	169.9	25.7	
14100	17	1962	2	5.8	0.9	11	116	30.2	
14101	17	1962	3	3.7	-0.8	14	100	95.7	
14102	17	1962	4	7.5	2.1	6	45.9	183.7	
14103	17	1962	5	9.2	4.7	0	55.8	109.8	
14104	17	1962	6	12.8	7.1	0	57.5	147.9	
14105	17	1962	7	12.9	8.3	0	36.3	91.3	
14106	17	1962	8	13.3	8.8	0	139.3	141	
14107	17	1962	9	11.6	8.2	0	131.2	77.9	
14108	17	1962	10	10.6	6.8	2	95.4	59	
14109	17	1962	11	6.5	2.4	9	77.3	39.6	
14110	17	1962	12	5.7	1.5	10	107.5	18	
14111	17	1963	1	3.1	-1.4	17	39.8	37.1	
14112	17	1963	2	3.6	-0.4	15	26.7	83.2	
14113	17	1963	3	6	2.8	1	94.4	81	
14114	17	1963	4	7.6	3.3	3	74.5	94.7	
14115	17	1963	5	10	4.9	0	77.9	170.2	
14116	17	1963	6	13.3	8.6	0	36.4	165.9	
14117	17	1963	7	13.6	8.3	0	55.4	174.4	
14118	17	1963	8	14.4	9.4	0	43.8	114.4	
14119	17	1963	9	12.2	8	0	122.6	90.5	
14120	17	1963	10	10.4	6.2	0	115.4	43.1	
14121	17	1963	11	7	3.2	6	216.6	19.4	
14122	17	1963	12	5.4	1.3	7	53.1	17.6	
14123	17	1964	1	7.2	3.2	3	73.8	24.8	
14124	17	1964	2	6	2	8	58.5	38	
14125	17	1964	3	6.3	2.4	3	47.3	70.7	
14126	17	1964	4	8.5	3.8	1	71.2	93.6	
14127	17	1964	5	10.9	6.2	0	98.5	150	
14128	17	1964	6	12.6	7.3	0	69.2	163.2	
14129	17	1964	7	13.3	9	0	123.2	110.8	
14130	17	1964	8	12.6	7.6	0	122.1	95.8	
14131	17	1964	9	11.5	6.6	0	86.1	104.8	
14132	17	1964	10	9.8	6	2	98.8	50	
14133	17	1964	11	8	3.7	4	130.5	35.2	
14134	17	1964	12	5.2	0.4	14	254.7	16.4	
14135	17	1965	1	4.8	0.7	10	190.9	27	
14136	17	1965	2	5.6	1.9	8	55.9	38.5	
14137	17	1965	3	5.3	0.6	15	59.2	95	
14138	17	1965	4	7.9	2.9	2	68.7	138.3	
14139	17	1965	5	8.9	4.7	0	45.2	92.7	
14140	17	1965	6	12.5	7.7	0	61.2	109.1	
14141	17	1965	7	12.7	6.9	0	39.6	180.2	
14142	17	1965	8	13.3	8.9	0	99.8	112.9	
14143	17	1965	9	12.6	8.5	0	104.9	88.8	
14144	17	1965	10	10.9	7.5	0	123.6	59.2	
14145	17	1965	11	5.1	0.9	11	92.8	28.7	
14146	17	1965	12	3.9	-0.6	16	194.7	22	
14147	17	1966	1	4.2	0.6	10	106.6	14.9	
14148	17	1966	2	3.8	-0.2	16	99.5	62.1	
14149	17	1966	3	6	1.8	10	139.9	84.3	
14150	17	1966	4	6.9	1.7	9	34.3	194.1	
14151	17	1966	5	10	5.1	0	125.5	155	
14152	17	1966	6	13.4	9.1	0	73.8	121.4	
14153	17	1966	7	13.8	8.8	0	61.4	146.7	
14154	17	1966	8	14.1	8.8	0	34.8	192	
14155	17	1966	9	12.4	8.3	0	86.9	74	
14156	17	1966	10	10	6.3	0	140.4	58.4	
14157	17	1966	11	6.4	2.2	5	108.8	29.5	
14158	17	1966	12	5.5	1	10	189.3	18.3	
14159	17	1967	1	5.3	1.6	8	115.8	22.8	
14160	17	1967	2	6.2	3.1	0	124.8	36.5	
14161	17	1967	3	6.9	1.7	5	192.5	89.3	
14162	17	1967	4	7.5	2.4	7	128.1	120.1	
14163	17	1967	5	9.3	4.7	4	86.4	139.6	
14164	17	1967	6	12.1	7.3	0	59.2	184.7	
14165	17	1967	7	13.7	9.2	0	84.5	121	
14166	17	1967	8	13.8	9.3	0	88.6	98.3	
14167	17	1967	9	13	9.6	0	141.8	37.4	
14168	17	1967	10	9.7	5.2	2	183.5	70.3	
14169	17	1967	11	8.2	4	1	119.9	20.5	
14170	17	1967	12	5.8	1.5	14	163.5	11.7	
14171	17	1968	1	4.9	-0.5	17	143	27.8	
14172	17	1968	2	3.6	-0.9	15	119.8	77.9	
14173	17	1968	3	6.2	1.4	8	108	77.2	
14174	17	1968	4	7.9	2.5	9	54.6	149.5	
14175	17	1968	5	8.4	3.7	1	71.7	143.8	
14176	17	1968	6	12.5	7.9	0	89.2	166.7	
14177	17	1968	7	13.9	8.8	0	36.4	134.4	
14178	17	1968	8	14.2	8.6	0	38.2	111.7	
14179	17	1968	9	13.2	8.8	0	72.7	82.5	
14180	17	1968	10	10.3	6.6	0	121.5	58.8	
14181	17	1968	11	7.1	3.5	5	49.2	23.1	
14182	17	1968	12	5.9	1.8	9	91.1	7.7	
14183	17	1969	1	5.9	2.3	7	177.9	13.1	
14184	17	1969	2	2.3	-2.6	22	92.5	60.7	
14185	17	1969	3	4	-0.6	19	77	94.4	
14186	17	1969	4	7.6	2.7	3	67.7	119.8	
14187	17	1969	5	9.4	5	0	58	104.7	
14188	17	1969	6	13.4	7.8	0	74	184.9	
14189	17	1969	7	13.9	9.4	0	107.3	117.7	
14190	17	1969	8	15.6	11	0	48.7	158.3	
14191	17	1969	9	12.3	7.9	0	170	87	
14192	17	1969	10	11.4	7	1	94.2	47.4	
14193	17	1969	11	5.1	0.1	11	120.2	40.9	
14194	17	1969	12	5.4	1.6	6	149.6	10.1	
14195	17	1970	1	4.4	0.7	10	150	12.5	
14196	17	1970	2	3.4	-1.5	16	134.6	71.8	
14197	17	1970	3	4.6	0.3	17	145.6	72	
14198	17	1970	4	7	1.4	7	53.8	181.8	
14199	17	1970	5	10.6	5.8	0	47.3	123.4	
14200	17	1970	6	13.9	8.2	0	64.7	230.8	
14201	17	1970	7	12.9	8.4	0	91.8	126	
14202	17	1970	8	14.1	10.3	0	50.3	74.3	
14203	17	1970	9	12.4	8.4	0	133.1	82.4	
14204	17	1970	10	9.7	5.4	1	186.7	54.5	
14205	17	1970	11	6.7	2.4	3	158.6	46	
14206	17	1970	12	6.4	2.5	5	84.1	23.6	
14207	17	1971	1	6.1	2.2	6	160.4	10.6	
14208	17	1971	2	6.6	2.7	2	89.6	40.8	
14209	17	1971	3	6.3	1.8	6	118	90.7	
14210	17	1971	4	8.2	3	2	60.8	152.1	
14211	17	1971	5	11.1	6.8	0	89.7	178.6	
14212	17	1971	6	11.5	6.4	0	29.9	181.3	
14213	17	1971	7	13.7	8.6	0	47	146.3	
14214	17	1971	8	14.1	9.1	0	58.2	126	
14215	17	1971	9	13.1	8.3	0	108	123.6	
14216	17	1971	10	10.7	6	2	126.5	93.4	
14217	17	1971	11	6.9	2	11	189.3	28.4	
14218	17	1971	12	7.9	3.7	2	165.8	11.3	
14219	17	1972	1	5.3	2.3	2	82.1	14.8	
14220	17	1972	2	5.7	2.3	2	77.1	39.6	
14221	17	1972	3	6.7	2.8	2	67.9	69	
14222	17	1972	4	8.3	3.6	0	119.9	112.1	
14223	17	1972	5	10.4	6.1	0	44.7	108.9	
14224	17	1972	6	12	7.2	0	78.7	164.6	
14225	17	1972	7	14.1	8.9	0	25.6	150.3	
14226	17	1972	8	13.2	9	0	92.9	121.3	
14227	17	1972	9	11.7	7.1	0	42.9	83.8	
14228	17	1972	10	10.8	6.9	0	83.6	58.9	
14229	17	1972	11	7.3	3	5	230.9	40.5	
14230	17	1972	12	7.5	4.1	0	114.6	"11.2*"	
14231	17	1973	1	7.1	4	0	96	16.6	
14232	17	1973	2	5.4	0.5	13	150	60.9	
14233	17	1973	3	7.9	3.6	1	86.1	77.7	
14234	17	1973	4	6.5	1	13	103	141.2	
14235	17	1973	5	9.5	4.7	1	75.3	135.3	
14236	17	1973	6	11.8	7.2	0	93.6	114.8	
14237	17	1973	7	13.6	9.4	0	43.4	109.1	
14238	17	1973	8	13.5	9.1	0	131.1	138.5	
14239	17	1973	9	12	8.5	0	136.3	68.2	
14240	17	1973	10	9.1	4.6	3	87.9	72.8	
14241	17	1973	11	6.1	1.5	12	236.3	26.7	
14242	17	1973	12	5.5	0.5	13	186.2	13.2	
14243	17	1974	1	6.8	3.2	0	133.9	16.2	
14244	17	1974	2	6.4	2.5	5	92.8	44.4	
14245	17	1974	3	6.8	2.4	3	44.3	124.2	
14246	17	1974	4	9	4.1	0	2.2	107.6	
14247	17	1974	5	10.5	6	0	54.7	132.7	
14248	17	1974	6	12.9	7.5	0	38.2	190.9	
14249	17	1974	7	13.9	8.8	0	82.7	163.1	
14250	17	1974	8	14.6	9.9	0	46.7	160.8	
14251	17	1974	9	12.5	8.1	0	94.3	135.8	
14252	17	1974	10	9	4.6	0	91	83.1	
14253	17	1974	11	7.6	4	1	127.8	40.8	
14254	17	1974	12	6.9	2	6	196.6	15.5	
14255	17	1975	1	6.3	1.5	5	182.7	30.1	
14256	17	1975	2	6.3	2.6	4	20.5	90.7	
14257	17	1975	3	5.6	1.4	6	73.8	103.4	
14258	17	1975	4	6.8	2.1	8	108.1	106.3	
14259	17	1975	5	9	4.2	0	41.8	164.7	
14260	17	1975	6	12.2	6.1	0	68.3	223	
14261	17	1975	7	13.5	9.2	0	46.8	103.7	
14262	17	1975	8	15.3	10.8	0	77.3	117.3	
14263	17	1975	9	12.1	7.4	0	137.8	103.9	
14264	17	1975	10	10.8	7.3	0	59.3	61.4	
14265	17	1975	11	7.8	4.1	1	116.1	38.8	
14266	17	1975	12	7.2	1.7	9	156.8	9.2	
14267	17	1976	1	4.9	0.3	14	160.4	14.8	
14268	17	1976	2	5.9	2.1	5	99.9	30.1	
14269	17	1976	3	5.4	0.8	13	105.5	81.8	
14270	17	1976	4	8	2.6	5	75.2	111.9	
14271	17	1976	5	10.6	5.5	1	40.2	158	
14272	17	1976	6	13.2	8.2	0	64.3	129.5	
14273	17	1976	7	14.9	10.3	0	41.3	159	
14274	17	1976	8	15.3	10.1	0	25.4	165.1	
14275	17	1976	9	11.6	7.5	0	46.8	102.1	
14276	17	1976	10	10.7	7.4	0	133.5	58.9	
14277	17	1976	11	8.2	4.1	2	143	50.3	
14278	17	1976	12	4	0.2	13	85.9	21.6	
14279	17	1977	1	4.6	0.5	13	121.9	36.5	
14280	17	1977	2	4.5	0.6	10	66.4	64.9	
14281	17	1977	3	6.8	2.9	5	114.5	73.6	
14282	17	1977	4	6.8	1.6	8	93.2	158.7	
14283	17	1977	5	10.2	4.5	1	46.4	196.8	
14284	17	1977	6	11.5	6.6	0	55.1	112.6	
14285	17	1977	7	13.7	8.9	0	50	102.5	
14286	17	1977	8	14.3	8.9	0	68.4	180.6	
14287	17	1977	9	11.5	7	0	121.4	109.8	
14288	17	1977	10	10.8	7.6	0	115.7	37.1	
14289	17	1977	11	6.9	2.6	4	148.1	29.9	
14290	17	1977	12	7.2	3.4	2	146.8	12.9	
14291	17	1978	1	4.8	0.6	12	155.6	19.5	
14292	17	1978	2	3.3	-0.6	14	85.4	65.6	
14293	17	1978	3	6.5	2	5	88.7	108.6	
14294	17	1978	4	6.8	1.8	7	22.7	156.4	
14295	17	1978	5	10.9	5.5	0	40.3	172.6	
14296	17	1978	6	12.4	7.8	0	66.8	131.9	
14297	17	1978	7	12.5	8.1	0	65.2	84.6	
14298	17	1978	8	13.4	9.3	0	24.2	83.5	
14299	17	1978	9	12	7.6	0	160.9	83.7	
14300	17	1978	10	10.7	6.2	0	98.6	65.5	
14301	17	1978	11	8.2	3.4	5	170.5	31.1	
14302	17	1978	12	4.7	1.9	6	62.9	8.4	
14303	17	1979	1	3	-1.4	20	133.3	16.1	
14304	17	1979	2	3	-0.9	17	54.7	62.2	
14305	17	1979	3	4.7	0.2	11	175.4	91.3	
14306	17	1979	4	7.2	2.9	1	128	105.1	
14307	17	1979	5	8.3	3.5	4	117.2	117.7	
14308	17	1979	6	12	7.6	0	89	122.7	
14309	17	1979	7	12.6	8.4	0	74.3	96.2	
14310	17	1979	8	13.3	8.7	0	130.9	93.1	
14311	17	1979	9	11.9	7.1	0	179.8	105.6	
14312	17	1979	10	10.2	6.9	0	111.5	41.3	
14313	17	1979	11	7	2.5	3	199.7	48.7	
14314	17	1979	12	5.6	1.9	6	157	17.9	
14315	17	1980	1	4.3	0.9	9	89.5	23.7	
14316	17	1980	2	5.2	1.4	9	90.7	36.4	
14317	17	1980	3	5	1	8	88.7	52.9	
14318	17	1980	4	8.5	3.3	4	36.6	157.6	
14319	17	1980	5	10.5	5	0	10.4	216.1	
14320	17	1980	6	13.4	8.8	0	47.1	131.6	
14321	17	1980	7	14.2	9.6	0	29.1	93.9	
14322	17	1980	8	13.6	10	0	68.6	53.3	
14323	17	1980	9	13.1	9.1	0	162.7	81	
14324	17	1980	10	8.5	4.4	2	104.1	81	
14325	17	1980	11	6.6	2.6	7	151.5	18.2	
14326	17	1980	12	6.2	1.8	7	193.7	8	
14327	17	1981	1	5	-0.6	17	155.9	14.2	
14328	17	1981	2	5	1.1	8	80.5	42.7	
14329	17	1981	3	6.2	1.6	5	139.3	74.6	
14330	17	1981	4	7.5	2.6	5	51	136.5	
14331	17	1981	5	10	5.5	0	56	108.8	
14332	17	1981	6	11.9	7.2	0	82.5	136.3	
14333	17	1981	7	13.7	9	0	38.3	89.7	
14334	17	1981	8	14.1	9.5	0	66.5	91.2	
14335	17	1981	9	13.4	9.9	0	134.7	70.6	
14336	17	1981	10	8	3.7	1	247.8	59.8	
14337	17	1981	11	6.9	2.6	2	235.5	22.9	
14338	17	1981	12	3.1	-1.5	22	116.1	11.5	
14339	17	1982	1	4.7	0.8	12	86.6	"22.3*"	
14340	17	1982	2	6.3	2.6	1	46.9	"51.2*"	
14341	17	1982	3	6.7	2.7	1	134.5	"108.5*"	
14342	17	1982	4	8.3	3.5	6	37.3	110.4	
14343	17	1982	5	11	4.8	2	82.1	221.4	
14344	17	1982	6	12.5	7.4	0	9.5	150.3	
14345	17	1982	7	14.5	9.6	0	74.4	132.5	
14346	17	1982	8	14.3	9.8	0	141.1	115.6	
14347	17	1982	9	12.3	7.5	0	181.3	97	
14348	17	1982	10	10.5	7	0	113.6	40.7	
14349	17	1982	11	7.9	3.8	4	187.2	18.9	
14350	17	1982	12	5.8	1.5	9	120.8	4	
14351	17	1983	1	6.6	1.7	8	202	18.5	
14352	17	1983	2	4.5	0.5	12	60.5	23.2	
14353	17	1983	3	6.6	1.9	6	133	70.4	
14354	17	1983	4	6.6	2	4	80.6	98.5	
14355	17	1983	5	9.5	5.4	0	35	75.2	
14356	17	1983	6	12.2	7.1	0	70.9	168.1	
14357	17	1983	7	14.2	9.6	0	69.3	138.9	
14358	17	1983	8	13.9	9.7	0	63.8	88.5	
14359	17	1983	9	11.7	7.9	0	114.3	51.1	
14360	17	1983	10	10.2	5.5	0	211.7	53.5	
14361	17	1983	11	8.2	3.9	6	90.1	10.5	
14362	17	1983	12	6.9	2.3	5	186.9	9	
14363	17	1984	1	3.9	-0.8	20	142.1	26.4	
14364	17	1984	2	5.8	2.4	5	90.2	27.6	
14365	17	1984	3	5.3	1	9	81.5	75.3	
14366	17	1984	4	8.2	3	3	74.6	137.4	
14367	17	1984	5	10.2	4.9	0	26.8	134.7	
14368	17	1984	6	12.4	7.9	0	51.8	123.5	
14369	17	1984	7	14	9.7	0	35.5	72.6	
14370	17	1984	8	15.4	10	0	34.3	179.3	
14371	17	1984	9	12.2	8.3	0	147.2	68.9	
14372	17	1984	10	11	6.1	0	173.1	94.4	
14373	17	1984	11	8.1	4.8	1	110.4	21.5	
14374	17	1984	12	7.7	3.9	0	122.7	5.2	
14375	17	1985	1	4.3	-0.3	15	67.1	32.4	
14376	17	1985	2	5.2	0.9	10	69.9	54.3	
14377	17	1985	3	5.5	1.1	10	94	95.3	
14378	17	1985	4	7.4	2.3	4	146.5	111.6	
14379	17	1985	5	9.7	4.8	0	57.4	142.9	
14380	17	1985	6	12.1	6.9	0	15	130.3	
14381	17	1985	7	14.5	9.6	0	54.8	138.2	
14382	17	1985	8	14.6	10.1	0	110.9	150.8	
14383	17	1985	9	12	6.9	0	70.2	132	
14384	17	1985	10	11.2	7.4	0	68.7	78.2	
14385	17	1985	11	5.3	0.8	12	176.5	38.1	
14386	17	1985	12	5.6	0.9	12	156.3	21.7	
14387	17	1986	1	4.2	-0.2	14	148.9	27.1	
14388	17	1986	2	3.9	-0.3	17	10.8	92.4	
14389	17	1986	3	6.4	2.5	1	125.7	80.1	
14390	17	1986	4	7	1.6	5	35.5	155.2	
14391	17	1986	5	10.7	6.1	0	105.7	135.6	
14392	17	1986	6	12.7	7.7	0	38.2	148.4	
14393	17	1986	7	13.6	9.2	0	74.9	107.8	
14394	17	1986	8	13.3	8.9	0	77	130.1	
14395	17	1986	9	11.1	6.7	0	133.1	114	
14396	17	1986	10	10	6.1	0	156.1	67.3	
14397	17	1986	11	8.2	3.8	2	182.3	20.2	
14398	17	1986	12	6.1	1.9	3	194.4	15.7	
14399	17	1987	1	4.2	0.6	10	123.6	24.5	
14400	17	1987	2	4.7	0.5	12	50.6	73.4	
14401	17	1987	3	4.7	0.6	11	188.4	81	
14402	17	1987	4	9.3	4.5	0	37	80.6	
14403	17	1987	5	9.9	4.3	0	39.8	176.3	
14404	17	1987	6	11.4	6.3	0	55.7	118.3	
14405	17	1987	7	14.2	9.7	0	43.5	116.3	
14406	17	1987	8	13.9	9.4	0	78	138.8	
14407	17	1987	9	12.7	7.9	0	96.5	152.1	
14408	17	1987	10	10.2	6.7	0	245.5	58.2	
14409	17	1987	11	8	4.1	1	113.3	33.5	
14410	17	1987	12	7.5	3.7	1	94.2	10.6	
14411	17	1988	1	5.9	1.9	8	104	33.7	
14412	17	1988	2	5.7	1.5	7	142.6	57.6	
14413	17	1988	3	5.5	0.8	12	131.8	98.8	
14414	17	1988	4	7.1	2.1	7	62.6	151.9	
14415	17	1988	5	10.7	5.6	0	52.7	159.2	
14416	17	1988	6	12.8	8	0	13	145.3	
14417	17	1988	7	14.4	10.2	0	156.1	126.9	
